EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Value_of_Employee,Overall_Sentiment,Importance_Level,Eligible_For_Hike,Recommended_Hike_pct,New_MonthlyIncome
1095,40,0,2,2,9,1,1,7,1,1,5473,0,0,4,9,5,4,8,4,7,1,5.45,NEUTRAL,Not Valuable,No,0.0,5473.0
1096,33,0,2,1,28,2,1,2,3,1,5207,1,1,2,15,3,3,15,14,5,7,7.34,NEUTRAL,Very Important,No,0.0,5207.0
1097,40,0,2,0,6,3,1,3,4,2,16437,1,1,4,21,2,3,21,7,7,7,9.68,NEUTRAL,Very Important,No,0.0,16437.0
1098,24,0,2,1,21,3,1,2,1,0,2296,0,0,2,2,3,3,1,1,0,0,4.26,NEUTRAL,Not Valuable,No,0.0,2296.0
1099,40,0,0,1,8,4,1,0,4,0,4069,3,1,3,8,2,3,2,2,2,2,7.15,NEUTRAL,Very Important,No,0.0,4069.0
1100,45,0,2,1,1,1,1,0,2,0,7441,1,0,1,10,4,3,10,8,7,7,4.5,NEUTRAL,Not Valuable,No,0.0,7441.0
1101,35,0,2,2,28,2,0,8,3,1,2430,0,0,1,6,5,3,5,3,4,2,4.91,NEUTRAL,Not Valuable,No,0.0,2430.0
1102,32,0,2,1,5,4,0,6,2,1,5878,3,0,1,12,2,3,7,1,2,5,5.21,NEUTRAL,Not Valuable,No,0.0,5878.0
1103,36,0,2,2,2,3,1,8,4,2,2644,3,1,4,7,3,2,3,2,1,2,8.13,NEUTRAL,Very Important,No,0.0,2644.0
1104,48,0,2,2,16,3,0,7,3,0,6439,8,0,3,18,2,3,8,7,7,7,6.52,NEUTRAL,Less Valuable,No,0.0,6439.0
1105,29,0,2,1,9,3,1,6,3,1,2451,6,0,1,5,2,2,1,0,0,0,4.36,NEUTRAL,Not Valuable,No,0.0,2451.0
1106,33,0,2,2,8,1,1,7,1,1,6392,2,0,4,8,6,1,2,2,2,2,4.49,NEUTRAL,Not Valuable,No,0.0,6392.0
1107,30,1,2,2,1,2,1,7,1,1,9714,1,0,4,10,4,3,10,8,6,7,5.86,NEUTRAL,Less Valuable,Yes,9.5,10636.83
1108,38,0,1,0,10,3,1,1,3,1,6077,3,0,3,10,2,3,6,3,1,2,5.3,NEUTRAL,Not Valuable,No,0.0,6077.0
1109,35,0,2,1,1,4,1,2,1,2,2450,1,0,2,3,3,3,3,0,1,2,4.86,NEUTRAL,Not Valuable,No,0.0,2450.0
1110,30,0,2,2,29,3,1,7,2,1,9250,3,0,2,9,3,3,4,2,1,3,5.28,NEUTRAL,Not Valuable,No,0.0,9250.0
1111,35,1,2,1,2,1,0,2,1,0,2074,1,1,4,1,2,3,1,0,0,0,5.76,NEUTRAL,Less Valuable,Yes,11.39,2310.2286000000004
1112,53,1,2,1,2,3,0,4,4,1,10169,0,0,2,34,4,3,33,7,1,9,7.27,NEUTRAL,Very Important,Yes,13.5,11541.815
1113,38,1,2,1,2,3,1,4,2,1,4855,4,0,1,7,2,3,5,2,1,4,4.55,NEUTRAL,Not Valuable,No,0.0,4855.0
1114,32,0,0,1,1,4,1,6,1,1,4087,4,0,2,9,3,2,6,5,1,2,3.52,NEUTRAL,Not Valuable,No,0.0,4087.0
1115,48,0,2,1,15,3,0,6,1,1,2367,8,0,4,10,3,2,8,2,7,6,5.58,NEUTRAL,Not Valuable,No,0.0,2367.0
1116,34,0,2,1,7,1,1,6,4,2,2972,1,0,3,1,4,1,1,0,0,0,4.75,NEUTRAL,Not Valuable,No,0.0,2972.0
1117,55,0,2,2,26,3,1,3,4,1,19586,1,0,3,36,3,3,36,6,2,13,8.21,NEUTRAL,Very Important,No,0.0,19586.0
1118,34,0,2,1,1,2,1,6,4,1,5484,9,0,2,9,3,2,2,2,2,1,5.26,NEUTRAL,Not Valuable,No,0.0,5484.0
1119,26,0,2,1,3,1,0,6,4,1,2061,1,0,1,1,5,3,1,0,0,0,4.55,NEUTRAL,Not Valuable,No,0.0,2061.0
1120,38,0,2,2,14,3,1,7,2,1,9924,0,0,4,10,3,3,9,8,7,7,6.67,NEUTRAL,Less Valuable,No,0.0,9924.0
1121,38,0,2,2,16,2,0,7,2,2,4198,2,0,2,8,5,4,3,2,1,2,5.13,NEUTRAL,Not Valuable,No,0.0,4198.0
1122,36,0,2,2,1,2,0,7,3,2,6815,6,0,1,15,5,3,1,0,0,0,4.92,NEUTRAL,Not Valuable,No,0.0,6815.0
1123,29,0,2,1,3,2,1,2,1,2,4723,1,1,4,10,3,3,10,9,1,5,6.9,NEUTRAL,Less Valuable,No,0.0,4723.0
1124,35,0,2,1,10,1,0,0,3,2,6142,3,1,3,10,4,3,5,2,0,4,6.99,NEUTRAL,Less Valuable,No,0.0,6142.0
1125,39,0,2,2,6,4,1,7,3,1,8237,2,0,1,11,3,3,7,6,7,6,6.15,NEUTRAL,Less Valuable,No,0.0,8237.0
1126,29,0,1,1,2,1,1,0,4,0,8853,1,0,4,6,0,4,6,4,1,3,5.42,NEUTRAL,Not Valuable,No,0.0,8853.0
1127,50,0,2,2,9,3,1,3,3,1,19331,4,1,3,27,2,3,1,0,0,0,8.19,NEUTRAL,Very Important,No,0.0,19331.0
1128,23,0,2,1,10,4,1,6,3,1,2073,2,0,4,4,2,3,2,2,2,2,6.57,NEUTRAL,Less Valuable,No,0.0,2073.0
1129,36,0,1,1,6,1,1,2,1,1,5562,3,1,4,9,3,3,3,2,0,2,5.62,NEUTRAL,Not Valuable,No,0.0,5562.0
1130,42,0,2,1,9,4,1,3,4,2,19613,8,0,4,24,2,3,1,0,0,1,7.87,NEUTRAL,Very Important,No,0.0,19613.0
1131,35,0,2,1,28,2,1,2,3,1,3407,1,0,4,10,3,2,10,9,6,8,6.14,NEUTRAL,Less Valuable,No,0.0,3407.0
1132,34,0,1,1,10,4,1,0,3,1,5063,1,0,2,8,3,2,8,2,7,7,5.56,NEUTRAL,Not Valuable,No,0.0,5063.0
1133,40,0,2,2,14,4,0,7,1,1,4639,1,0,3,5,2,3,5,4,1,2,5.31,NEUTRAL,Not Valuable,No,0.0,4639.0
1134,43,0,2,1,27,4,1,2,2,0,4876,5,0,3,8,0,3,6,4,0,2,5.52,NEUTRAL,Not Valuable,No,0.0,4876.0
1135,35,0,2,1,7,3,1,2,4,1,2690,1,0,4,1,5,2,1,0,0,1,6.54,NEUTRAL,Less Valuable,No,0.0,2690.0
1136,46,0,2,2,1,4,1,3,1,2,17567,1,0,2,27,5,1,26,0,0,12,6.08,NEUTRAL,Less Valuable,No,0.0,17567.0
1137,28,1,2,1,24,3,1,2,2,1,2408,1,1,3,1,3,3,1,1,0,0,6.82,NEUTRAL,Less Valuable,Yes,11.55,2686.124
1138,22,0,0,1,26,2,0,6,3,1,2814,1,1,2,4,2,2,4,2,1,3,4.98,NEUTRAL,Not Valuable,No,0.0,2814.0
1139,50,0,1,1,20,2,1,0,3,1,11245,2,1,3,32,3,3,30,8,12,13,8.34,NEUTRAL,Very Important,No,0.0,11245.0
1140,32,0,2,1,5,2,0,6,4,1,3312,3,0,4,6,3,3,3,2,0,2,6.27,NEUTRAL,Less Valuable,No,0.0,3312.0
1141,44,0,2,1,7,2,0,5,4,0,19049,0,1,4,23,4,2,22,7,1,10,9.2,NEUTRAL,Very Important,No,0.0,19049.0
1142,30,0,2,1,7,2,1,6,2,1,2141,1,0,2,6,3,2,6,4,1,1,4.17,NEUTRAL,Not Valuable,No,0.0,2141.0
1143,45,0,2,1,5,3,0,2,1,2,5769,1,1,1,10,3,3,10,7,1,4,6.03,NEUTRAL,Less Valuable,No,0.0,5769.0
1144,45,0,0,2,26,1,1,7,1,1,4385,1,0,1,10,2,3,10,7,4,5,2.2,NEUTRAL,Not Valuable,No,0.0,4385.0
1145,31,0,1,2,2,4,1,7,1,2,5332,7,0,4,10,3,3,5,2,0,3,5.36,NEUTRAL,Not Valuable,No,0.0,5332.0
1146,36,0,2,1,12,3,0,4,3,1,4663,9,1,2,7,2,3,3,2,1,1,6.98,NEUTRAL,Less Valuable,No,0.0,4663.0
1147,34,0,1,1,10,3,1,4,4,0,4724,1,0,1,9,3,3,9,7,7,2,5.24,NEUTRAL,Not Valuable,No,0.0,4724.0
1148,49,0,2,1,25,3,0,2,1,1,3211,1,0,4,10,3,2,9,6,1,4,5.28,NEUTRAL,Not Valuable,No,0.0,3211.0
1149,39,0,2,1,10,2,1,4,1,1,5377,2,0,4,10,3,3,7,7,7,7,5.56,NEUTRAL,Not Valuable,No,0.0,5377.0
1150,27,0,2,1,19,4,1,2,1,0,4066,1,0,1,7,3,3,7,7,0,7,4.73,NEUTRAL,Not Valuable,No,0.0,4066.0
1151,35,0,2,1,18,2,1,6,1,1,5208,1,0,4,16,2,3,16,15,1,10,5.45,NEUTRAL,Not Valuable,No,0.0,5208.0
1152,28,0,2,1,27,2,0,4,1,0,4877,0,0,2,6,5,2,5,3,0,0,3.99,NEUTRAL,Not Valuable,No,0.0,4877.0
1153,21,0,2,1,5,3,1,6,4,2,3117,1,0,3,3,2,3,2,2,2,2,6.16,NEUTRAL,Less Valuable,No,0.0,3117.0
1154,18,1,1,2,3,2,0,8,4,2,1569,1,1,3,0,2,4,0,0,0,0,6.77,NEUTRAL,Less Valuable,Yes,11.91,1755.8679
1155,47,0,2,0,26,4,0,3,3,1,19658,3,0,3,27,2,3,5,2,1,0,7.06,NEUTRAL,Very Important,No,0.0,19658.0
1156,39,0,2,1,3,3,1,2,3,0,3069,0,0,4,11,3,3,10,8,0,7,6.58,NEUTRAL,Less Valuable,No,0.0,3069.0
1157,40,0,2,1,15,1,0,4,3,1,10435,1,0,4,18,2,3,18,15,14,12,6.83,NEUTRAL,Less Valuable,No,0.0,10435.0
1158,35,0,0,1,8,3,0,0,3,1,4148,1,0,4,15,5,3,14,11,2,9,5.91,NEUTRAL,Less Valuable,No,0.0,4148.0
1159,37,0,2,1,19,3,1,4,3,1,5768,3,0,1,9,2,2,4,3,0,2,4.66,NEUTRAL,Not Valuable,No,0.0,5768.0
1160,39,0,1,1,4,1,0,4,3,2,5042,0,0,4,10,2,1,9,2,3,8,4.57,NEUTRAL,Not Valuable,No,0.0,5042.0
1161,45,0,2,1,2,4,0,4,4,0,5770,1,0,1,10,3,3,10,7,3,9,6.46,NEUTRAL,Less Valuable,No,0.0,5770.0
1162,38,0,2,1,2,4,0,4,3,1,7756,3,1,4,10,6,4,5,4,0,2,9.32,NEUTRAL,Very Important,No,0.0,7756.0
1163,35,1,2,2,10,4,1,7,1,1,10306,9,0,3,15,3,3,13,12,6,0,6.04,NEUTRAL,Less Valuable,Yes,9.0,11233.54
1164,37,0,2,1,10,2,0,6,2,1,3936,1,0,1,8,2,1,8,4,7,7,3.91,NEUTRAL,Not Valuable,No,0.0,3936.0
1165,40,0,2,1,16,3,0,4,4,2,7945,6,1,4,18,2,2,4,2,3,3,8.5,NEUTRAL,Very Important,No,0.0,7945.0
1166,44,0,1,0,1,1,1,1,4,1,5743,4,1,3,14,3,3,10,7,0,2,6.72,NEUTRAL,Less Valuable,No,0.0,5743.0
1167,48,0,1,1,4,3,1,3,4,1,15202,2,0,2,23,3,3,2,2,2,2,6.0,NEUTRAL,Less Valuable,No,0.0,15202.0
1168,35,1,2,2,15,1,1,7,4,0,5440,6,1,4,7,2,2,2,2,2,2,7.24,NEUTRAL,Very Important,Yes,12.97,6145.567999999999
1169,24,0,1,1,2,1,0,6,4,2,3760,1,1,3,6,2,3,6,3,1,3,6.43,NEUTRAL,Less Valuable,No,0.0,3760.0
1170,27,0,2,1,8,2,0,6,3,1,3517,7,0,1,5,0,3,3,2,0,2,4.07,NEUTRAL,Not Valuable,No,0.0,3517.0
1171,27,0,1,1,2,4,1,6,4,2,2580,2,0,3,6,0,2,4,2,1,2,5.43,NEUTRAL,Not Valuable,No,0.0,2580.0
1172,40,1,2,1,7,1,1,2,1,2,2166,3,1,2,10,3,1,4,2,0,3,4.71,NEUTRAL,Not Valuable,No,0.0,2166.0
1173,29,0,2,2,10,3,1,7,3,2,5869,9,0,3,8,2,3,5,2,1,4,5.95,NEUTRAL,Less Valuable,No,0.0,5869.0
1174,36,0,2,1,5,2,0,0,1,1,8008,4,0,3,9,6,3,3,2,0,2,5.07,NEUTRAL,Not Valuable,No,0.0,8008.0
1175,25,0,1,1,2,4,1,4,3,0,5206,1,0,3,7,6,3,7,7,0,7,6.36,NEUTRAL,Less Valuable,No,0.0,5206.0
1176,39,0,2,1,12,4,1,4,2,1,5295,4,0,3,7,3,3,5,4,1,0,5.88,NEUTRAL,Less Valuable,No,0.0,5295.0
1177,49,0,2,1,22,1,0,5,2,1,16413,3,0,2,27,2,3,4,2,1,2,4.75,NEUTRAL,Not Valuable,No,0.0,16413.0
1178,50,0,2,1,17,4,0,5,1,0,13269,5,0,3,19,3,3,14,11,1,11,6.42,NEUTRAL,Less Valuable,No,0.0,13269.0
1179,20,0,2,2,2,3,0,8,3,2,2783,1,0,1,2,3,3,2,2,2,2,4.93,NEUTRAL,Not Valuable,No,0.0,2783.0
1180,34,0,2,1,3,4,0,6,2,0,5433,1,0,3,11,2,3,11,8,7,9,6.48,NEUTRAL,Less Valuable,No,0.0,5433.0
1181,36,0,2,1,7,1,1,2,2,2,2013,2,0,3,15,4,3,4,3,1,3,4.76,NEUTRAL,Not Valuable,No,0.0,2013.0
1182,49,0,2,1,6,3,0,0,3,1,13966,2,1,2,30,3,3,15,11,2,12,8.4,NEUTRAL,Very Important,No,0.0,13966.0
1183,36,0,0,1,1,4,0,4,3,1,4374,0,0,3,4,6,3,3,2,1,2,5.48,NEUTRAL,Not Valuable,No,0.0,4374.0
1184,36,0,2,1,3,4,1,0,1,0,6842,6,0,1,13,3,3,5,4,0,4,4.79,NEUTRAL,Not Valuable,No,0.0,6842.0
1185,54,0,2,1,22,2,0,3,3,1,17426,3,0,3,36,6,3,10,8,4,7,7.2,NEUTRAL,Very Important,No,0.0,17426.0
1186,43,0,2,1,15,3,1,5,3,1,17603,1,0,1,14,3,3,14,10,6,11,6.33,NEUTRAL,Less Valuable,No,0.0,17603.0
1187,35,1,1,2,12,4,1,7,4,2,4581,3,1,1,13,2,4,11,9,6,7,7.74,NEUTRAL,Very Important,Yes,16.84,5352.4404
1188,38,0,1,1,1,4,1,6,4,1,4735,7,0,4,19,4,4,13,11,2,9,7.67,NEUTRAL,Very Important,No,0.0,4735.0
1189,29,0,2,2,5,1,1,7,2,0,4187,1,1,2,10,3,2,10,0,0,9,5.83,NEUTRAL,Less Valuable,No,0.0,4187.0
1190,33,0,2,2,2,4,1,7,4,0,5505,1,0,3,6,5,3,6,2,0,4,7.18,NEUTRAL,Very Important,No,0.0,5505.0
1191,32,0,2,1,2,4,1,6,2,0,5470,0,0,3,10,4,2,9,5,1,6,6.05,NEUTRAL,Less Valuable,No,0.0,5470.0
1192,31,0,2,2,5,1,0,7,4,1,5476,1,0,1,10,2,3,10,0,0,2,4.58,NEUTRAL,Not Valuable,No,0.0,5476.0
1193,49,0,2,1,16,4,0,2,1,0,2587,4,1,2,17,2,2,2,2,2,2,6.35,NEUTRAL,Less Valuable,No,0.0,2587.0
1194,38,0,1,1,2,4,0,2,2,2,2440,1,0,2,4,3,3,4,3,3,3,4.86,NEUTRAL,Not Valuable,No,0.0,2440.0
1195,47,0,2,2,2,2,0,3,2,0,15972,6,0,3,29,2,3,3,2,1,2,5.64,NEUTRAL,Not Valuable,No,0.0,15972.0
1196,49,0,2,1,1,3,1,3,3,2,15379,4,0,1,23,2,3,8,7,0,0,5.5,NEUTRAL,Not Valuable,No,0.0,15379.0
1197,41,0,2,2,23,4,1,7,3,2,7082,3,1,4,21,2,3,2,0,0,2,8.59,NEUTRAL,Very Important,No,0.0,7082.0
1198,20,0,2,2,9,4,1,8,1,2,2728,1,0,1,2,3,3,2,2,0,2,4.37,NEUTRAL,Not Valuable,No,0.0,2728.0
1199,33,0,0,2,16,3,0,7,4,0,5368,1,1,3,7,2,3,6,5,1,2,6.74,NEUTRAL,Less Valuable,No,0.0,5368.0
1200,36,0,2,1,26,1,1,0,3,1,5347,6,0,2,10,2,2,3,2,0,2,4.19,NEUTRAL,Not Valuable,No,0.0,5347.0
1201,44,0,2,0,1,3,0,1,4,0,3195,4,1,1,8,2,3,2,2,2,2,7.03,NEUTRAL,Very Important,No,0.0,3195.0
1202,23,1,2,1,8,4,1,2,3,2,3989,1,1,1,5,2,3,5,4,1,2,6.99,NEUTRAL,Less Valuable,Yes,10.45,4405.8505000000005
1203,38,0,2,1,4,4,0,2,3,1,3306,7,0,4,7,5,2,0,0,0,0,6.59,NEUTRAL,Less Valuable,No,0.0,3306.0
1204,53,0,2,1,24,2,1,0,4,1,7005,3,0,3,11,2,3,4,3,1,2,5.96,NEUTRAL,Less Valuable,No,0.0,7005.0
1205,48,1,1,2,7,4,0,8,3,1,2655,2,1,3,19,3,3,9,7,7,7,8.03,NEUTRAL,Very Important,Yes,24.3,3300.1649999999995
1206,32,1,2,1,2,4,1,2,2,2,1393,1,0,1,1,2,3,1,0,0,0,4.54,NEUTRAL,Not Valuable,No,0.0,1393.0
1207,26,0,0,1,7,4,1,2,4,2,2570,1,0,3,7,5,3,7,7,5,7,6.19,NEUTRAL,Less Valuable,No,0.0,2570.0
1208,55,0,2,1,22,1,1,6,2,0,3537,5,0,4,8,1,3,4,2,1,2,4.72,NEUTRAL,Not Valuable,No,0.0,3537.0
1209,34,0,2,1,5,2,1,2,4,1,3986,1,0,3,15,3,4,15,10,4,13,6.99,NEUTRAL,Less Valuable,No,0.0,3986.0
1210,60,0,2,1,1,3,1,0,4,0,10883,3,0,3,19,2,4,1,0,0,0,6.82,NEUTRAL,Less Valuable,No,0.0,10883.0
1211,33,0,2,1,21,2,1,2,2,1,2028,1,0,4,14,6,3,14,11,2,13,6.43,NEUTRAL,Less Valuable,No,0.0,2028.0
1212,37,0,1,2,1,3,1,7,4,0,9525,1,0,3,6,2,2,6,3,1,3,5.59,NEUTRAL,Not Valuable,No,0.0,9525.0
1213,34,0,2,1,19,2,0,6,4,1,2929,1,0,2,10,3,3,10,9,8,7,6.04,NEUTRAL,Less Valuable,No,0.0,2929.0
1214,23,1,2,2,7,3,1,8,4,0,2275,1,1,2,3,2,3,3,2,0,2,7.29,NEUTRAL,Very Important,Yes,17.19,2666.0724999999998
1215,44,0,2,1,2,3,0,0,4,1,7879,1,1,2,9,2,3,8,7,6,7,8.1,NEUTRAL,Very Important,No,0.0,7879.0
1216,35,0,1,1,2,1,1,6,4,2,4930,0,1,3,6,2,4,5,4,1,4,6.79,NEUTRAL,Less Valuable,No,0.0,4930.0
1217,43,0,2,2,2,4,1,7,4,1,7847,1,1,1,10,3,3,10,9,8,8,8.4,NEUTRAL,Very Important,No,0.0,7847.0
1218,24,0,2,1,9,3,1,6,3,1,4401,1,0,4,5,1,3,5,3,0,4,6.11,NEUTRAL,Less Valuable,No,0.0,4401.0
1219,41,0,2,2,6,4,1,7,3,2,9241,1,0,2,10,3,3,10,8,8,7,6.73,NEUTRAL,Less Valuable,No,0.0,9241.0
1220,29,0,2,1,9,4,0,2,3,1,2974,9,0,3,9,2,3,5,3,1,2,6.22,NEUTRAL,Less Valuable,No,0.0,2974.0
1221,36,0,2,2,2,3,0,8,4,2,4502,3,0,3,17,2,2,13,7,6,7,6.61,NEUTRAL,Less Valuable,No,0.0,4502.0
1222,45,0,0,1,1,3,1,0,3,1,10748,3,0,4,25,3,2,23,15,14,4,6.2,NEUTRAL,Less Valuable,No,0.0,10748.0
1223,24,1,2,0,22,4,1,1,3,1,1555,1,0,3,1,2,3,1,0,0,0,5.89,NEUTRAL,Less Valuable,Yes,10.92,1724.806
1224,47,1,1,2,9,3,1,7,3,1,12936,7,0,3,25,3,1,23,5,14,10,6.4,NEUTRAL,Less Valuable,Yes,9.0,14100.240000000002
1225,26,0,2,1,17,4,1,2,3,1,2305,1,0,3,3,3,4,3,2,0,2,6.47,NEUTRAL,Less Valuable,No,0.0,2305.0
1226,45,0,2,1,28,4,0,5,2,2,16704,1,0,3,21,2,3,21,6,8,6,7.11,NEUTRAL,Very Important,No,0.0,16704.0
1227,32,0,1,1,10,1,1,6,3,1,3433,6,0,1,10,3,2,5,2,1,3,3.29,NEUTRAL,Not Valuable,No,0.0,3433.0
1228,31,0,2,1,2,2,1,2,3,1,3477,1,0,4,6,2,4,5,2,0,3,6.03,NEUTRAL,Less Valuable,No,0.0,3477.0
1229,41,0,0,0,4,3,1,1,2,1,6430,6,0,2,10,4,3,3,2,1,2,4.03,NEUTRAL,Not Valuable,No,0.0,6430.0
1230,40,0,2,1,8,2,0,4,1,1,6516,2,1,2,18,3,3,1,0,0,0,5.88,NEUTRAL,Less Valuable,No,0.0,6516.0
1231,24,0,2,1,29,2,1,2,1,0,3907,1,0,2,6,2,4,6,2,1,2,4.26,NEUTRAL,Not Valuable,No,0.0,3907.0
1232,46,0,2,1,13,3,1,0,2,2,5562,6,0,4,19,3,3,10,7,0,9,6.41,NEUTRAL,Less Valuable,No,0.0,5562.0
1233,35,0,2,1,27,4,1,4,3,1,6883,2,0,2,17,3,3,7,7,0,7,6.35,NEUTRAL,Less Valuable,No,0.0,6883.0
1234,30,0,2,1,16,2,1,6,4,1,2862,1,0,2,10,2,2,10,0,0,8,5.3,NEUTRAL,Not Valuable,No,0.0,2862.0
1235,47,0,0,2,2,3,1,7,2,1,4978,7,0,4,4,3,1,1,0,0,0,3.91,NEUTRAL,Not Valuable,No,0.0,4978.0
1236,46,0,2,2,2,3,1,7,4,0,10368,4,1,2,13,5,2,10,6,0,3,7.98,NEUTRAL,Very Important,No,0.0,10368.0
1237,36,1,2,2,13,2,1,7,1,0,6134,5,1,2,16,3,3,2,2,2,2,6.01,NEUTRAL,Less Valuable,Yes,7.76,6609.9983999999995
1238,32,1,2,2,1,1,1,7,2,2,6735,6,0,2,10,2,3,0,0,0,0,3.97,NEUTRAL,Not Valuable,No,0.0,6735.0
1239,23,0,2,1,4,3,0,2,2,2,3295,1,0,3,3,3,1,3,2,1,2,4.77,NEUTRAL,Not Valuable,No,0.0,3295.0
1240,31,0,1,1,24,4,0,4,4,2,5238,2,0,4,9,3,2,5,4,1,4,6.51,NEUTRAL,Less Valuable,No,0.0,5238.0
1241,39,0,0,1,1,4,1,2,4,1,6472,1,1,4,9,2,3,9,8,5,8,8.14,NEUTRAL,Very Important,No,0.0,6472.0
1242,32,0,2,2,19,4,1,7,3,1,9610,3,0,3,10,2,1,4,3,0,2,5.86,NEUTRAL,Less Valuable,No,0.0,9610.0
1243,40,0,2,2,7,2,1,3,2,2,19833,1,0,2,21,3,2,21,8,12,8,5.99,NEUTRAL,Less Valuable,No,0.0,19833.0
1244,45,0,2,0,4,3,0,1,3,1,9756,4,0,3,9,2,4,5,0,0,3,6.32,NEUTRAL,Less Valuable,No,0.0,9756.0
1245,30,0,1,1,2,4,0,6,1,2,4968,0,0,4,10,2,3,9,7,0,7,5.4,NEUTRAL,Not Valuable,No,0.0,4968.0
1246,24,0,1,0,10,1,1,1,4,1,2145,0,0,4,3,2,3,2,2,2,1,5.01,NEUTRAL,Not Valuable,No,0.0,2145.0
1247,30,1,1,0,8,3,0,1,4,0,2180,6,0,3,6,0,2,4,2,1,2,4.97,NEUTRAL,Not Valuable,No,0.0,2180.0
1248,31,0,2,2,5,1,1,7,3,1,8346,1,0,3,6,3,3,5,2,0,2,5.14,NEUTRAL,Not Valuable,No,0.0,8346.0
1249,27,0,2,1,8,3,0,6,4,2,3445,1,0,3,6,5,2,6,2,1,4,6.41,NEUTRAL,Less Valuable,No,0.0,3445.0
1250,29,1,2,2,9,2,0,8,2,2,2760,1,0,3,2,3,3,2,2,2,2,4.9,NEUTRAL,Not Valuable,No,0.0,2760.0
1251,29,0,1,1,1,4,1,0,3,2,6294,8,1,4,10,5,4,3,2,0,2,8.49,NEUTRAL,Very Important,No,0.0,6294.0
1252,30,0,2,2,15,3,1,7,1,0,7140,2,0,1,12,2,3,7,7,1,7,4.39,NEUTRAL,Not Valuable,No,0.0,7140.0
1253,34,0,2,1,2,4,1,6,4,1,2932,0,1,1,6,3,3,5,0,1,2,7.56,NEUTRAL,Very Important,No,0.0,2932.0
1254,33,0,0,2,2,4,0,7,2,2,5147,8,0,4,13,2,2,11,7,1,7,5.07,NEUTRAL,Not Valuable,No,0.0,5147.0
1255,49,0,2,2,11,4,0,7,4,2,4507,3,0,3,8,1,4,5,1,0,4,6.91,NEUTRAL,Less Valuable,No,0.0,4507.0
1256,33,1,2,2,16,1,0,7,1,2,8564,2,1,3,11,2,2,0,0,0,0,5.42,NEUTRAL,Not Valuable,No,0.0,8564.0
1257,38,0,1,1,2,3,0,2,2,1,2468,4,0,2,9,4,2,6,1,0,5,4.29,NEUTRAL,Not Valuable,No,0.0,2468.0
1258,31,1,2,2,16,1,1,7,3,1,8161,2,0,1,10,2,3,1,0,0,0,4.05,NEUTRAL,Not Valuable,No,0.0,8161.0
1259,29,0,2,1,4,4,0,6,1,0,2109,1,0,3,1,2,3,1,0,0,0,4.99,NEUTRAL,Not Valuable,No,0.0,2109.0
1260,30,0,2,1,16,3,1,0,3,1,5294,3,0,3,10,3,3,7,0,1,7,6.22,NEUTRAL,Less Valuable,No,0.0,5294.0
1261,32,0,0,1,5,2,1,6,2,2,2718,2,0,2,12,3,3,7,7,0,7,3.52,NEUTRAL,Not Valuable,No,0.0,2718.0
1262,38,0,2,1,18,2,1,0,4,1,5811,3,1,3,15,2,3,1,0,1,0,7.54,NEUTRAL,Very Important,No,0.0,5811.0
1263,43,1,1,1,17,3,1,6,3,1,2437,9,1,4,6,4,3,1,0,0,0,7.31,NEUTRAL,Very Important,Yes,17.02,2851.7774
1264,42,0,2,1,12,2,1,2,2,0,2766,8,0,2,7,6,2,5,3,0,4,4.67,NEUTRAL,Not Valuable,No,0.0,2766.0
1265,55,0,2,1,2,3,1,5,1,1,19038,8,0,2,34,2,3,1,0,0,0,5.24,NEUTRAL,Not Valuable,No,0.0,19038.0
1266,33,0,0,1,4,4,1,6,2,0,3055,5,0,4,11,2,2,9,8,1,7,4.93,NEUTRAL,Not Valuable,No,0.0,3055.0
1267,41,0,2,1,9,3,1,2,1,0,2289,1,0,2,5,2,3,5,3,0,4,4.36,NEUTRAL,Not Valuable,No,0.0,2289.0
1268,34,0,0,2,10,4,1,7,3,0,4001,1,1,3,15,3,3,15,14,0,7,7.17,NEUTRAL,Very Important,No,0.0,4001.0
1269,53,0,0,1,1,1,0,4,3,1,12965,4,1,4,27,2,2,3,2,0,2,6.05,NEUTRAL,Less Valuable,No,0.0,12965.0
1270,43,0,2,0,2,2,1,1,4,2,3539,0,0,2,10,5,3,9,7,1,8,6.05,NEUTRAL,Less Valuable,No,0.0,3539.0
1271,34,0,2,2,3,4,0,7,4,2,6029,5,0,1,6,3,3,2,2,2,2,6.02,NEUTRAL,Less Valuable,No,0.0,6029.0
1272,21,1,2,2,7,2,1,8,2,2,2679,1,0,2,1,3,3,1,0,1,0,4.31,NEUTRAL,Not Valuable,No,0.0,2679.0
1273,38,0,2,1,6,4,0,2,3,1,3702,1,0,2,5,3,3,5,4,0,4,5.92,NEUTRAL,Less Valuable,No,0.0,3702.0
1274,22,1,2,1,8,3,0,2,1,1,2398,1,1,3,1,6,3,1,0,0,0,6.76,NEUTRAL,Less Valuable,Yes,13.06,2711.1788
